episode,seed,steps,return,success,final_distance,min_distance
362,5404,50,-3.0,1,0.019819756479939388,0.019819756479939388
363,5405,50,-4.0,1,0.02389931477734983,0.023572673487805514
364,5406,50,-8.0,1,0.021339079571239112,0.020926625111529623
365,5407,50,-4.0,1,0.015375360458413073,0.015375360458413073
366,5408,50,-7.0,1,0.022538776971742988,0.02227466288055814
367,5409,50,-9.0,1,0.008636455109754262,0.008508797597403714
368,5410,50,-5.0,1,0.024840374019616855,0.022632016373294612
369,5411,50,-5.0,1,0.018137480825157967,0.018137480825157967
370,5412,50,-4.0,1,0.02326189542675218,0.02326189542675218
371,5413,50,-3.0,1,0.027735640991630384,0.027522153512504036
372,5414,50,-4.0,1,0.026792081894409656,0.022704777862559016
373,5415,50,-3.0,1,0.0169104214201088,0.015837853773341605
374,5416,50,0.0,1,0.01815875294808352,0.01795502185569516
375,5417,50,-4.0,1,0.006686156331523806,0.006117623256891811
376,5418,50,-4.0,1,0.015565836846070817,0.0150065246552128
377,5419,50,-4.0,1,0.01667913539063868,0.01667913539063868
378,5420,50,-7.0,1,0.015050768390899786,0.015050768390899786
379,5421,50,-3.0,1,0.02364172177980215,0.023136662382981843
380,5422,50,-4.0,1,0.01971609311701024,0.01760836709513813
381,5423,50,-4.0,1,0.024461650674477746,0.02430567391184068
382,5424,50,-7.0,1,0.02187309759724148,0.02187309759724148
383,5425,50,-7.0,1,0.009766160838307652,0.009766160838307652
384,5426,50,-4.0,1,0.005826051011107986,0.005826051011107986
385,5427,50,-10.0,1,0.0218411620416777,0.015525833676785016
386,5428,50,-3.0,1,0.007289790589738886,0.007289790589738886
387,5429,50,-3.0,1,0.022541368007638063,0.02218916293390431
388,5430,50,-8.0,1,0.006246391112802206,0.005205442606682085
389,5431,50,-3.0,1,0.02812078381579117,0.02217113860658228
390,5432,50,-4.0,1,0.022608020394619996,0.022608020394619996
391,5433,50,-8.0,1,0.010265547792718602,0.010265547792718602
392,5434,50,0.0,1,0.017815969864564376,0.017815969864564372
393,5435,50,-7.0,1,0.027118727197361584,0.02705034356918683
394,5436,50,0.0,1,0.019970602487183065,0.019970602487183065
395,5437,50,0.0,1,0.01243279790035192,0.012384786343176924
396,5438,50,-8.0,1,0.01841723746680033,0.01841723746680033
397,5439,50,-4.0,1,0.026694243336486383,0.020704734971234345
398,5440,50,-13.0,1,0.016960488990104945,0.016960488990104945
399,5441,50,-9.0,1,0.009552718821090269,0.008006189201053178
400,5442,50,-5.0,1,0.018005984349599508,0.018005984349599508
401,5443,50,0.0,1,0.017584798520014485,0.017327429303674084
402,5444,50,-5.0,1,0.01016892463620797,0.01016892463620797
403,5445,50,0.0,1,0.018947680652992308,0.018947680652992308
404,5446,50,-3.0,1,0.02746916273730855,0.02725078978446362
405,5447,50,-4.0,1,0.02113846133384496,0.013412806224026219
406,5448,50,-4.0,1,0.012594488713050899,0.012594488713050899
407,5449,50,-8.0,1,0.014744125275345153,0.009822865751258573
408,5450,50,-4.0,1,0.01584856508946895,0.01584856508946895
409,5451,50,-9.0,1,0.04867862023563919,0.04867862023563919
410,5452,50,-9.0,1,0.008860001265822886,0.008860001265822886
411,5453,50,-4.0,1,0.02318956448349875,0.02318956448349875
412,5454,50,-4.0,1,0.00990460356418736,0.00990460356418736
413,5455,50,-3.0,1,0.021280292727824522,0.021280292727824522
414,5456,50,0.0,1,0.016540823551703582,0.015969278690169095
415,5457,50,-9.0,1,0.02014508208379347,0.018674549779186922
416,5458,50,-10.0,1,0.016063224119030106,0.011621113562835189
417,5459,50,0.0,1,0.029053785500608702,0.028287450730502373
418,5460,50,-11.0,1,0.005200511233074012,0.005200511233074012
419,5461,50,-8.0,1,0.01746381930807516,0.016180149706466754
420,5462,50,-5.0,1,0.008914755021355728,0.008787754327324156
421,5463,50,-4.0,1,0.011384063584519407,0.011384063584519407
422,5464,50,-8.0,1,0.021750389499749764,0.021750389499749764
423,5465,50,-4.0,1,0.02120239267688694,0.02120239267688694
424,5466,50,-10.0,1,0.014847160108744529,0.014692580749260704
425,5467,50,-5.0,1,0.016245384254109853,0.016245384254109853
426,5468,50,-8.0,1,0.008699884524589412,0.008648931406648479
427,5469,50,-5.0,1,0.024014830583417548,0.024014830583417548
428,5470,50,-9.0,1,0.012134674437577243,0.012134674437577243
429,5471,50,-4.0,1,0.0070905597916748565,0.006834648245526376
430,5472,50,-5.0,1,0.009328812016945395,0.008998898125859628
431,5473,50,-3.0,1,0.01818997662676116,0.01818997662676116
432,5474,50,-8.0,1,0.027695542483341884,0.026261765199623883
433,5475,50,-5.0,1,0.018122425293325386,0.018122425293325386
